ID|LABEL|POLICY_ID|CLAIM_ID|PROVIDER_ID|AMOUNT|LICENSE_NUMBER|INSURED_SEX|INSURED_EDUCATION_LEVEL|INSURED_OCCUPATION|INSURED_HOBBIES|INSURED_RELATIONSHIP|INCIDENT_DATE|INCIDENT_TYPE|INCIDENT_CITY|INCIDENT_STATE|INCIDENT_SEVERITY|AUTHORITIES_CONTACTED|POLICE_REPORT_AVAILABLE
M_19.8.1|mbr|Q_19.8||P_466|174.85|0P 5763I|2|||||2022-04-06|10|New Kathy|MN|6|0|1
M_19.8.2|mbr|Q_19.8||P_159|285.73|VCQ 403|0|||||2021-12-17|8|New Johnside|GA|2|1|0
M_19.9.0|mbr|Q_19.9||P_307|406.68|493 TB0|0|||||2021-08-19|10|Reesefort|DE|1|0|0
M_19.10.0|mbr|Q_19.10||P_323|148.24|S86 9CJ|2|||||2022-02-12|12|South Sean|AL|1|0|1
M_19.10.1|mbr|Q_19.10||P_441|520.35|8OSV475|0|||||2021-06-30|8|Averyfort|WV|3|1|1
M_19.10.2|mbr|Q_19.10||P_92|261.24|6E 7O2QOT|0|||||2021-01-19|8|Alexandramouth|SC|6|0|0
M_19.11.0|mbr|Q_19.11||P_488|106.47|2HI55|1|||||2022-03-31|10|South Lanceburgh|WI|1|0|1
M_19.11.1|mbr|Q_19.11||P_446|228.33|685-QXJ|1|||||2021-11-29|5|New Isabella|VA|3|0|0
M_19.11.2|mbr|Q_19.11||P_114|477.82|TAU 707|0|||||2021-07-10|10|Rubenshire|RI|0|0|0
M_19.12.0|mbr|Q_19.12||P_258|810.05|79-R128|1|||||2021-10-10|5|Deniseburgh|PA|3|0|1
M_19.12.1|mbr|Q_19.12||P_473|314.71|CRO 484|1|||||2021-11-25|5|Ortegastad|HI|0|1|0
M_19.13.0|mbr|Q_19.13||P_0|471.83|HOI 769|2|||||2021-05-11|6|Taylorport|LA|3|0|0
M_19.13.1|mbr|Q_19.13||P_171|484.01|HDV 798|2|||||2021-08-14|10|Davidfort|NY|1|0|0
M_19.14.0|mbr|Q_19.14||P_130|273.34|QE 6183|1|||||2022-03-29|1|Port Adamhaven|MI|3|1|0
M_19.14.1|mbr|Q_19.14||P_298|927.4|634-LOP|2|||||2021-08-31|11|Bowmantown|AR|5|0|0
M_19.14.2|mbr|Q_19.14||P_391|411.0|66W 188|0|||||2021-06-29|0|North Nicholas|SD|5|1|1
M_19.16.0|mbr|Q_19.16||P_69|569.68|66O 297|0|||||2022-04-04|0|West Jennifer|PA|1|1|1
M_19.17.0|mbr|Q_19.17||P_76|559.54|21-0366N|0|||||2021-05-06|11|Huntview|GA|0|1|1
M_19.17.1|mbr|Q_19.17||P_244|262.55|6U 3503X|2|||||2021-06-04|12|Lake Nancybury|AL|3|0|0
M_19.17.2|mbr|Q_19.17||P_307|276.83|HXK 482|2|||||2021-02-23|11|Webbmouth|UT|1|1|0
M_19.18.0|mbr|Q_19.18||P_140|994.02|907 QHQ|3|||||2022-02-12|12|Alexmouth|WY|4|0|1
M_19.18.1|mbr|Q_19.18||P_382|986.01|RBZ-122|1|||||2021-09-08|2|North Christineshire|AK|3|1|1
M_19.18.2|mbr|Q_19.18||P_183|120.89|TFE-3172|1|||||2021-10-08|11|Williamsfort|DE|2|0|0
M_19.19.0|mbr|Q_19.19||P_168|730.91|1TQ 626|0|||||2021-03-30|12|Thomasstad|UT|1|1|1
M_19.19.1|mbr|Q_19.19||P_81|586.62|895SZW|0|||||2021-07-30|3|Port Christina|NC|6|1|1
M_19.20.0|mbr|Q_19.20||P_331|592.08|VQT7641|1|||||2022-04-15|9|North Ryan|IA|4|1|0
M_19.21.0|mbr|Q_19.21||P_148|968.63|COZ8537|2|||||2022-03-30|4|Mayerborough|KS|2|1|1
M_19.22.0|mbr|Q_19.22||P_401|535.99|ZNB 672|2|||||2021-01-06|1|Richardhaven|TX|5|1|1
M_19.22.1|mbr|Q_19.22||P_340|369.46|MCG 265|1|||||2022-03-06|7|Howardton|MI|5|0|1
M_19.23.0|mbr|Q_19.23||P_17|852.02|3-63001|1|||||2021-12-31|12|Hollytown|VT|0|1|0
M_19.23.1|mbr|Q_19.23||P_149|804.85|25PN4|0|||||2021-10-26|3|Haleymouth|ND|3|0|0
M_19.24.0|mbr|Q_19.24||P_446|685.68|569 FIO|0|||||2022-03-26|0|Palmerstad|NM|2|1|1
M_19.24.1|mbr|Q_19.24||P_361|585.41|865 EFO|0|||||2021-04-29|6|Port Laceyberg|CA|2|0|1
M_19.25.0|mbr|Q_19.25||P_69|330.4|51W ZP9|0|||||2021-08-20|0|Aguilarchester|WV|4|1|1
M_19.25.1|mbr|Q_19.25||P_411|843.32|VK 1363|0|||||2021-02-24|7|Lake Latoyaport|SD|5|1|1
M_19.25.2|mbr|Q_19.25||P_452|664.76|64-WG84|1|||||2021-07-17|8|Carmenshire|ND|6|0|1
M_19.26.0|mbr|Q_19.26||P_77|151.04|96P JS8|3|||||2021-10-14|11|Ronaldton|CO|4|0|0
M_19.26.1|mbr|Q_19.26||P_154|424.64|J61 4YV|0|||||2021-01-30|2|Davidberg|MD|4|0|1
M_19.26.2|mbr|Q_19.26||P_336|420.32|TKU1524|3|||||2021-09-08|0|West Miranda|WA|0|1|0
M_19.27.0|mbr|Q_19.27||P_387|710.74|651-SGW|1|||||2021-04-05|12|South Emily|NE|0|1|0
M_19.27.1|mbr|Q_19.27||P_489|918.5|5L AP782|2|||||2022-04-10|1|Singhhaven|LA|0|0|1
M_19.27.2|mbr|Q_19.27||P_370|109.48|99-T796|2|||||2021-05-18|8|Chaneytown|KS|2|0|1
M_19.30.0|mbr|Q_19.30||P_368|887.0|NHY 243|2|||||2022-03-05|1|Emilyborough|AZ|6|1|0
M_19.30.1|mbr|Q_19.30||P_239|881.26|ZED 070|0|||||2022-02-28|10|North Christopher|NC|3|1|1
M_19.30.2|mbr|Q_19.30||P_143|626.12|NDC-149|0|||||2021-03-05|12|Deborahmouth|MD|4|1|0
M_19.33.0|mbr|Q_19.33||P_73|880.56|JRE-721|2|||||2021-04-18|4|Port Corey|LA|5|1|1
M_19.34.0|mbr|Q_19.34||P_341|227.63|394 LKW|0|||||2021-04-21|4|Stephensmouth|NC|4|1|1
M_19.35.0|mbr|Q_19.35||P_60|898.94|4PL R35|3|||||2021-07-26|2|Hutchinsonbury|AR|3|1|0
M_19.36.0|mbr|Q_19.36||P_291|459.5|483-CLB|2|||||2021-04-30|1|Sheppardport|NE|6|0|1
M_19.36.1|mbr|Q_19.36||P_90|519.34|58SQ519|1|||||2022-03-15|11|Johnstonbury|OR|3|0|0
M_19.36.2|mbr|Q_19.36||P_493|308.72|G10-OLM|2|||||2021-10-08|6|Davidfurt|PA|6|0|1
M_19.39.0|mbr|Q_19.39||P_304|646.62|984 HBW|0|||||2022-02-28|12|Haroldmouth|NE|6|1|0
M_19.39.1|mbr|Q_19.39||P_391|289.42|HRZ5804|2|||||2021-11-11|3|New Russell|HI|3|0|1
M_19.39.2|mbr|Q_19.39||P_66|739.13|1XD5014|3|||||2021-07-28|2|Amandachester|AZ|6|1|1
M_19.40.0|mbr|Q_19.40||P_96|444.63|HML 965|0|||||2021-08-16|12|Matthewmouth|MO|3|0|1
M_19.40.1|mbr|Q_19.40||P_200|711.99|9JJ U42|1|||||2021-12-26|2|Victoriaside|NH|6|0|1
M_19.40.2|mbr|Q_19.40||P_281|598.57|JLV C15|1|||||2021-03-01|1|Sharonbury|AR|4|0|0
M_19.41.0|mbr|Q_19.41||P_342|906.18|971 NFC|2|||||2021-03-06|3|West Jessica|DE|1|0|1
M_19.41.1|mbr|Q_19.41||P_319|384.3|CKV 740|2|||||2021-11-13|2|West Deborahland|TX|2|0|1
M_19.41.2|mbr|Q_19.41||P_267|586.28|LBK-817|1|||||2022-04-18|2|Brownmouth|SD|6|0|0
M_19.42.0|mbr|Q_19.42||P_219|266.46|219-164|0|||||2021-07-31|13|South Christopher|DC|1|0|1
M_19.43.0|mbr|Q_19.43||P_304|935.17|8XU13|3|||||2021-05-26|12|Bushhaven|IL|5|1|1
M_19.43.1|mbr|Q_19.43||P_374|789.26|41-QU17|1|||||2021-02-08|9|Spencerberg|HI|6|1|1
M_19.43.2|mbr|Q_19.43||P_346|823.34|347 QVD|2|||||2022-01-19|7|West Dennisborough|HI|5|1|0
M_19.44.0|mbr|Q_19.44||P_474|236.61|9SZ A48|1|||||2021-09-11|5|West Shannonmouth|MN|4|1|0
M_19.44.1|mbr|Q_19.44||P_195|606.95|6F848|1|||||2021-05-26|2|Vaughnstad|WA|4|0|0
M_19.45.0|mbr|Q_19.45||P_427|817.68|777 OM0|3|||||2022-01-29|1|South Nancychester|MD|6|0|0
M_19.45.1|mbr|Q_19.45||P_416|695.7|9GT 633|3|||||2021-11-15|11|New Dominique|DC|4|1|1
M_19.47.0|mbr|Q_19.47||P_271|310.32|83S•652|0|||||2021-01-08|6|West Brendaburgh|AR|5|0|1
M_19.47.1|mbr|Q_19.47||P_310|958.41|CZU 3516|1|||||2021-11-07|7|Port Henryfort|NC|2|0|0
M_19.47.2|mbr|Q_19.47||P_415|302.78|PIK 1021|1|||||2021-07-23|12|Roberttown|MN|3|0|0
M_19.48.0|mbr|Q_19.48||P_315|440.79|0847 TV|3|||||2021-03-06|3|Raymondfort|TX|1|1|0
M_19.48.1|mbr|Q_19.48||P_396|559.38|RGL A68|2|||||2021-12-28|12|Lake Michaelburgh|CA|1|1|0
M_19.48.2|mbr|Q_19.48||P_73|454.32|MZ 3281|0|||||2022-01-22|6|Port Marcus|OR|4|1|1
M_19.49.0|mbr|Q_19.49||P_275|821.9|891 UW0|1|||||2021-05-15|3|Lucashaven|MS|3|0|1
M_19.49.1|mbr|Q_19.49||P_119|200.66|LDP 313|3|||||2022-04-04|10|Collinsbury|ME|5|0|0
M_19.50.0|mbr|Q_19.50||P_132|746.43|S69-TDQ|1|||||2022-01-27|12|New Amy|WY|0|1|1
M_19.51.0|mbr|Q_19.51||P_420|967.18|59-4103A|2|||||2022-03-20|6|Staffordmouth|CO|4|0|0
M_19.51.1|mbr|Q_19.51||P_223|541.94|36Z 0618|3|||||2022-03-19|5|Levyville|MI|0|1|1
M_19.51.2|mbr|Q_19.51||P_486|576.42|ZB-4067|2|||||2022-04-18|4|Scottshire|FL|5|1|1
M_19.52.0|mbr|Q_19.52||P_316|190.33|505 AVS|3|||||2022-01-29|0|Richardfort|SD|6|1|0
M_19.54.0|mbr|Q_19.54||P_255|996.25|UJQ R18|0|||||2021-04-02|9|Carterfort|TX|0|0|0
M_19.54.1|mbr|Q_19.54||P_244|773.95|775 MIM|3|||||2022-04-14|0|Christineburgh|NV|2|1|1
M_19.54.2|mbr|Q_19.54||P_244|691.46|287-PAM|2|||||2021-06-30|9|Whiteland|SC|0|0|1
M_19.55.0|mbr|Q_19.55||P_373|947.43|413-WNS|3|||||2022-04-01|1|Taylorchester|MN|4|0|1
M_19.56.0|mbr|Q_19.56||P_268|719.74|81E•709|3|||||2021-04-21|10|Davidstad|ID|3|0|0
M_19.56.1|mbr|Q_19.56||P_16|121.93|2EK37|3|||||2022-01-18|5|New Richard|DE|3|0|1
M_19.56.2|mbr|Q_19.56||P_437|540.78|663-YOO|2|||||2021-03-10|9|Port Jill|OK|4|0|0
M_19.57.0|mbr|Q_19.57||P_276|497.77|673 TCH|2|||||2021-10-07|12|Wagnerview|WI|1|1|1
M_19.57.1|mbr|Q_19.57||P_150|331.48|ZON 737|3|||||2021-11-04|10|East Samuel|WV|3|0|0
M_19.59.0|mbr|Q_19.59||P_336|565.84|93X 7951|1|||||2022-01-23|2|New Crystaltown|ID|0|1|1
M_19.60.0|mbr|Q_19.60||P_209|199.12|7XT5724|1|||||2022-03-10|12|North Courtney|MD|1|0|1
M_19.60.1|mbr|Q_19.60||P_36|376.96|DW4 Y2U|1|||||2021-09-11|13|Jonesmouth|ID|3|0|1
M_19.60.2|mbr|Q_19.60||P_351|681.12|L 398935|0|||||2021-11-05|0|Lake Pennyton|SC|0|1|0
M_19.61.0|mbr|Q_19.61||P_312|404.32|5I 80732|1|||||2021-02-25|12|Port Donna|SC|1|1|0
M_19.61.1|mbr|Q_19.61||P_48|978.27|EOZ 737|0|||||2021-03-30|0|Thomasport|WV|0|1|1
M_19.62.0|mbr|Q_19.62||P_437|985.35|UQF-8354|2|||||2021-09-20|4|Stephaniefort|CA|0|1|1
M_19.62.1|mbr|Q_19.62||P_106|654.86|612-JNNR|2|||||2021-12-29|7|South Marthachester|MD|2|0|0
M_19.63.0|mbr|Q_19.63||P_99|252.7|391 ZA5|3|||||2021-08-11|0|Albertburgh|ME|5|1|1
M_19.64.0|mbr|Q_19.64||P_388|806.94|YDD-3819|3|||||2021-10-22|9|West Christopherville|MA|2|0|1
M_19.65.0|mbr|Q_19.65||P_201|974.45|235 NTS|2|||||2021-07-24|5|Collinsland|ND|6|0|1
M_19.66.0|mbr|Q_19.66||P_283|340.17|131 JRM|2|||||2021-01-27|10|North Jerry|LA|2|0|0
M_19.66.1|mbr|Q_19.66||P_173|842.07|LG3 0080|1|||||2022-01-22|1|South Michael|WI|3|1|0
M_19.66.2|mbr|Q_19.66||P_457|312.44|8303 SV|1|||||2022-01-22|1|Velazquezstad|ND|0|0|1
M_19.67.0|mbr|Q_19.67||P_73|304.71|UKI-1912|0|||||2022-04-25|7|Michelletown|ND|3|0|1
M_19.67.1|mbr|Q_19.67||P_7|740.98|YGL 290|1|||||2021-09-09|3|Charlestown|AL|0|1|0
M_19.67.2|mbr|Q_19.67||P_122|148.25|4CB7248|1|||||2022-04-10|11|Maynardtown|ME|4|1|1
M_19.68.0|mbr|Q_19.68||P_1|611.52|203 VXX|0|||||2022-04-29|0|South Sylviafort|WA|6|0|0
M_19.68.1|mbr|Q_19.68||P_496|759.18|109 3PO|1|||||2021-07-18|9|East Carmenbury|OK|1|0|0
M_19.68.2|mbr|Q_19.68||P_333|569.42|UID2356|3|||||2021-04-01|12|West Ronald|ME|0|0|1
M_19.69.0|mbr|Q_19.69||P_110|911.05|KZT2653|1|||||2022-02-05|9|Port Christophermouth|NM|4|0|0
M_19.72.0|mbr|Q_19.72||P_286|861.13|68-33893|0|||||2021-05-30|1|Wendybury|NV|0|0|0
M_19.72.1|mbr|Q_19.72||P_239|779.13|P99 1QM|1|||||2021-08-16|11|Sancheztown|AR|0|1|1
M_19.72.2|mbr|Q_19.72||P_161|841.1|111121|2|||||2022-01-14|11|Jensenland|MA|5|0|1
M_19.73.0|mbr|Q_19.73||P_82|696.97|291 XMW|3|||||2022-02-13|13|Torresport|ND|0|0|0
M_19.73.1|mbr|Q_19.73||P_275|534.31|059Z|2|||||2021-01-19|8|Millertown|VA|4|1|1
M_19.75.0|mbr|Q_19.75||P_11|722.99|WWX 476|1|||||2022-04-04|8|Ericaburgh|VT|1|1|1
M_19.75.1|mbr|Q_19.75||P_434|281.55|TIO 032|3|||||2021-05-12|7|Gonzalezfurt|KS|1|0|0
M_19.76.0|mbr|Q_19.76||P_292|957.79|KCH 056|3|||||2021-12-14|0|East Christopherland|OR|2|1|1
M_19.77.0|mbr|Q_19.77||P_62|501.22|63-BU30|0|||||2021-06-27|7|Nashhaven|ND|1|0|1
M_19.77.1|mbr|Q_19.77||P_479|529.8|9X ZJ277|3|||||2021-03-24|8|Montoyaborough|NE|4|0|1
M_19.77.2|mbr|Q_19.77||P_60|243.31|787 PTL|1|||||2021-06-01|3|Dunnberg|OH|0|0|1
M_19.78.0|mbr|Q_19.78||P_448|206.68|091 DZE|0|||||2021-09-29|8|Weaverburgh|NV|0|0|1
M_19.78.1|mbr|Q_19.78||P_426|999.75|46N F26|1|||||2022-01-13|0|Danielside|NC|5|1|1
M_19.78.2|mbr|Q_19.78||P_393|211.76|281 NDQ|3|||||2022-03-02|11|East Dustinville|NE|3|1|0
M_19.79.0|mbr|Q_19.79||P_6|649.12|F 225347|3|||||2021-09-30|11|Hensonland|IN|6|0|1
M_19.80.0|mbr|Q_19.80||P_107|241.92|HCA 828|2|||||2022-03-25|1|Tylerborough|ND|1|1|1
M_19.80.1|mbr|Q_19.80||P_432|907.26|1HTQ 31|1|||||2022-04-08|5|Samanthaburgh|WV|5|0|0
M_19.81.0|mbr|Q_19.81||P_397|713.03|LOA 033|3|||||2021-07-23|2|Julialand|CO|6|0|1
M_19.83.0|mbr|Q_19.83||P_408|476.13|BOI-239|0|||||2021-05-11|5|New Rebecca|SC|4|1|0
M_19.83.1|mbr|Q_19.83||P_164|313.44|E 705392|3|||||2021-04-18|9|North Carlyborough|NJ|1|1|0
M_19.84.0|mbr|Q_19.84||P_203|367.46|793-XKX|3|||||2021-04-10|6|Andrefurt|LA|6|1|1
M_19.84.1|mbr|Q_19.84||P_364|560.17|CBZ 1895|1|||||2021-10-28|12|Burtonmouth|WA|5|0|1
M_19.85.0|mbr|Q_19.85||P_387|946.88|220-EBC|0|||||2021-11-16|10|Meyertown|WA|5|0|1
M_19.85.1|mbr|Q_19.85||P_53|365.26|QA 6566|3|||||2021-01-10|9|East Markbury|MT|2|1|1
M_19.85.2|mbr|Q_19.85||P_487|868.66|164-394|3|||||2022-01-15|13|Port Paige|SC|6|0|1
M_19.86.0|mbr|Q_19.86||P_346|811.06|59-NW86|1|||||2021-07-06|12|West Joanna|AZ|6|0|0
M_19.87.0|mbr|Q_19.87||P_375|910.54|EYV S48|2|||||2021-04-12|11|Williamsville|CT|1|0|1
M_19.87.1|mbr|Q_19.87||P_68|588.41|730 PZB|2|||||2021-03-07|5|Robertbury|KY|5|0|1
M_19.88.0|mbr|Q_19.88||P_82|395.86|439 DTZ|2|||||2021-09-15|4|New Peter|MI|6|0|1
M_19.88.1|mbr|Q_19.88||P_142|383.38|489-AFV|0|||||2022-04-29|9|Lake Gregory|WY|0|1|0
M_19.90.0|mbr|Q_19.90||P_309|446.04|YMA 659|0|||||2021-01-18|6|Bondport|HI|6|1|0
M_19.90.1|mbr|Q_19.90||P_361|101.57|W59 6IJ|2|||||2021-07-06|4|Berryville|DC|2|0|0
M_19.92.0|mbr|Q_19.92||P_177|981.47|0-83201|3|||||2021-06-14|1|North Mollychester|CT|4|1|0
M_19.92.1|mbr|Q_19.92||P_243|685.07|XKN7563|2|||||2022-04-03|2|Palmerbury|GA|3|0|1
M_19.92.2|mbr|Q_19.92||P_118|592.51|Y 624800|1|||||2021-05-02|4|Nunezhaven|AK|5|1|1
M_19.93.0|mbr|Q_19.93||P_291|780.08|KRJ-632|1|||||2021-07-16|7|New Brian|AL|5|0|0
M_19.93.1|mbr|Q_19.93||P_209|796.69|6IU9116|1|||||2021-05-18|8|Jasonville|KY|5|1|1
M_19.94.0|mbr|Q_19.94||P_410|891.34|M21 6OQ|3|||||2022-01-10|9|Josestad|SC|1|0|1
M_19.94.1|mbr|Q_19.94||P_166|211.17|ZCH 537|3|||||2021-09-04|9|Port Kendraborough|TX|6|1|0
M_19.96.0|mbr|Q_19.96||P_62|876.91|CJQ 947|2|||||2021-04-11|13|North Michaelland|MT|3|0|1
M_19.96.1|mbr|Q_19.96||P_175|709.97|552 7SW|3|||||2021-12-08|2|North Tommy|CT|3|1|0
M_19.98.0|mbr|Q_19.98||P_465|131.68|AUP 986|2|||||2022-01-31|1|Port Latoya|NH|3|0|0
M_19.99.0|mbr|Q_19.99||P_235|477.42|OBC-4429|2|||||2021-06-06|5|New Joshua|LA|1|1|1
M_19.99.1|mbr|Q_19.99||P_146|858.27|6WT 506|3|||||2021-03-03|11|Nathanside|ID|2|1|0
M_20.1.0|mbr|Q_20.1||P_19|112.77|243-FQF|3|||||2021-11-12|0|Fitzpatrickborough|MD|4|1|1
M_20.1.1|mbr|Q_20.1||P_407|497.8|RAU 2089|1|||||2021-03-01|7|South Jesus|WI|4|0|0
M_20.2.0|mbr|Q_20.2||P_149|523.12|ASX 371|2|||||2021-10-21|8|South Kristenchester|VA|5|0|1
M_20.2.1|mbr|Q_20.2||P_442|258.47|D03-GDZ|3|||||2021-03-22|10|Port Samuelville|WY|1|1|1
M_20.4.0|mbr|Q_20.4||P_410|769.94|966FDA|1|||||2021-11-15|13|Johnsonside|FL|0|0|0
M_20.6.0|mbr|Q_20.6||P_293|583.17|HKB 296|0|||||2022-02-26|7|Port Zachary|MO|2|0|0
M_20.7.0|mbr|Q_20.7||P_202|709.82|FVC-813|2|||||2021-10-14|5|Stokesview|RI|5|0|0
M_20.8.0|mbr|Q_20.8||P_97|975.92|FA6 6467|2|||||2021-09-13|11|New Shelbyhaven|MO|6|0|0
M_20.8.1|mbr|Q_20.8||P_28|291.88|2V KO596|0|||||2021-11-03|5|South Dianaside|WI|4|0|0
M_20.8.2|mbr|Q_20.8||P_59|123.95|O99 0UH|1|||||2021-01-28|6|Port Matthewbury|WA|6|1|1
M_20.11.0|mbr|Q_20.11||P_266|533.16|59E PA9|1|||||2021-07-18|12|South Gary|NV|4|0|1
M_20.12.0|mbr|Q_20.12||P_480|895.9|8099 SQ|2|||||2021-01-21|7|West Shawnland|VT|0|0|0
M_20.12.1|mbr|Q_20.12||P_494|539.6|4T 4707R|0|||||2021-09-03|1|New Anthony|CA|3|1|0
M_20.12.2|mbr|Q_20.12||P_58|773.79|452 BP0|2|||||2022-01-11|3|Lake Dianaland|CA|4|1|0
M_20.13.0|mbr|Q_20.13||P_36|970.76|8M 38530|3|||||2021-11-02|0|Stuartfort|NJ|5|0|1
M_20.13.1|mbr|Q_20.13||P_126|236.69|WES 661|3|||||2022-01-10|10|Port Austinhaven|AR|3|0|1
M_20.13.2|mbr|Q_20.13||P_312|834.36|69B 041|3|||||2022-02-18|1|East Jenniferchester|WY|2|0|0
M_20.15.0|mbr|Q_20.15||P_305|471.32|377-KTL|2|||||2021-12-12|3|Wilsonburgh|GA|5|1|1
M_20.15.1|mbr|Q_20.15||P_302|595.85|596OGA|3|||||2021-09-10|5|Rhondaside|MA|5|0|0
M_20.15.2|mbr|Q_20.15||P_220|254.59|1-H9967|2|||||2021-01-18|3|Lake Carlyshire|NV|6|0|1
M_20.16.0|mbr|Q_20.16||P_467|447.77|JYM N14|1|||||2021-11-05|8|Port Kari|NC|2|1|0
M_20.16.1|mbr|Q_20.16||P_394|537.04|SGH-027|2|||||2021-09-12|4|Johnsonport|AR|6|1|0
M_20.18.0|mbr|Q_20.18||P_61|507.06|169YWB|3|||||2021-12-17|7|New Maryton|MO|3|0|1
M_20.18.1|mbr|Q_20.18||P_240|784.83|SOQ-781|2|||||2021-06-15|8|West Susan|LA|1|0|1
M_20.18.2|mbr|Q_20.18||P_2|251.26|KLA 630|0|||||2021-10-15|2|East Angelaville|TX|1|0|0
M_20.19.0|mbr|Q_20.19||P_79|314.66|639 VCP|1|||||2021-09-19|7|Port Kellyside|NH|4|0|0
M_20.20.0|mbr|Q_20.20||P_428|700.71|088 MJG|2|||||2022-03-30|10|West Donnaview|MT|0|0|0
M_20.20.1|mbr|Q_20.20||P_490|850.16|482-XWS|1|||||2022-04-27|3|Austinborough|NM|6|0|1
M_20.20.2|mbr|Q_20.20||P_9|280.14|356-DMA|3|||||2021-07-12|2|Hensonview|NC|1|0|1
M_20.21.0|mbr|Q_20.21||P_23|724.02|04-7310W|2|||||2021-05-15|13|Jacksonton|MA|5|0|1
M_20.21.1|mbr|Q_20.21||P_57|938.93|ZD 3847|1|||||2021-10-31|1|North Benjaminton|CT|1|0|0
M_20.23.0|mbr|Q_20.23||P_309|762.15|6BC 588|3|||||2021-04-27|12|Port Michaelmouth|OR|6|1|1
M_20.23.1|mbr|Q_20.23||P_333|498.87|7527|2|||||2022-01-07|0|New Denise|HI|4|0|1
M_20.24.0|mbr|Q_20.24||P_107|879.68|I 726854|1|||||2021-10-23|8|Lake Laurafurt|OK|6|0|1
M_20.24.1|mbr|Q_20.24||P_292|558.77|JPS7812|3|||||2022-04-20|10|South David|SC|2|0|0
M_20.25.0|mbr|Q_20.25||P_493|756.85|S43-TRE|0|||||2022-04-15|10|Lake Scottshire|AZ|6|1|0
M_20.25.1|mbr|Q_20.25||P_40|299.9|31-4194X|0|||||2022-04-09|2|Port Brett|OH|3|1|0
M_20.26.0|mbr|Q_20.26||P_143|128.97|369506|2|||||2021-01-04|12|Gainesside|RI|5|1|0
M_20.26.1|mbr|Q_20.26||P_341|484.28|OI0 N5Z|1|||||2021-12-18|12|Davidborough|OR|5|0|1
M_20.27.0|mbr|Q_20.27||P_223|396.62|2OZ 470|1|||||2022-01-20|5|Port Sheliastad|RI|6|0|0
M_20.27.1|mbr|Q_20.27||P_297|904.56|H 848382|0|||||2021-12-17|10|Johnview|IA|3|1|0
M_20.28.0|mbr|Q_20.28||P_237|686.79|WWY3913|0|||||2021-11-16|11|New Gregorymouth|UT|5|0|0
M_20.29.0|mbr|Q_20.29||P_63|278.17|BI8 Y1T|3|||||2021-08-02|11|Port Taylor|MA|1|0|1
M_20.30.0|mbr|Q_20.30||P_450|741.8|ESN 554|1|||||2021-11-25|10|Port Jessicafurt|TN|6|1|1
M_20.30.1|mbr|Q_20.30||P_394|674.13|8J686|2|||||2021-09-13|2|Kimshire|WY|4|1|1
M_20.31.0|mbr|Q_20.31||P_392|594.56|4SVL 02|1|||||2021-05-18|0|Phillipsmouth|TN|5|0|1
M_20.31.1|mbr|Q_20.31||P_346|612.13|4O493|1|||||2021-07-10|3|New Joshuabury|TX|4|0|0
M_20.32.0|mbr|Q_20.32||P_106|318.15|701 ZL4|1|||||2021-03-14|10|Port Johnny|CO|2|0|0
M_20.33.0|mbr|Q_20.33||P_116|455.45|IPE-4994|3|||||2021-10-30|3|Samanthachester|IN|5|0|0
M_20.33.1|mbr|Q_20.33||P_29|941.35|0LE K04|1|||||2021-03-07|5|Traceybury|SC|5|1|1
M_20.34.0|mbr|Q_20.34||P_137|870.66|UPO-1981|2|||||2021-09-05|9|Michaelside|NC|6|0|1
M_20.35.0|mbr|Q_20.35||P_214|914.38|058-JOKR|0|||||2021-07-15|5|New Doristown|AL|1|1|0
M_20.35.1|mbr|Q_20.35||P_433|392.73|J01-RQP|3|||||2022-03-22|12|Port Nancy|MD|0|0|1
M_20.37.0|mbr|Q_20.37||P_383|203.89|3EP A10|2|||||2021-08-20|8|Lake Sarah|OK|5|1|1
M_20.37.1|mbr|Q_20.37||P_447|726.91|VEQ 372|2|||||2021-01-13|8|Port Jenniferton|WI|1|0|0
M_20.37.2|mbr|Q_20.37||P_208|630.54|529 VEB|2|||||2022-01-16|2|Andersonburgh|AR|0|1|1
M_20.38.0|mbr|Q_20.38||P_388|531.86|O61 9XQ|3|||||2021-06-29|12|Port James|WV|2|1|1
M_20.39.0|mbr|Q_20.39||P_204|902.23|7BO 945|0|||||2021-12-20|13|East Derekfort|IN|1|0|1
M_20.40.0|mbr|Q_20.40||P_335|838.11|POU E39|2|||||2022-04-22|7|Riverahaven|MO|4|0|1
M_20.42.0|mbr|Q_20.42||P_440|537.73|7TB K27|2|||||2022-03-14|10|New Kerri|WV|0|0|0
M_20.42.1|mbr|Q_20.42||P_371|714.58|YCX 0665|0|||||2021-07-04|10|South Lisaside|LA|6|0|1
M_20.46.0|mbr|Q_20.46||P_358|162.04|688Z|0|||||2022-03-04|7|Stevenmouth|TX|5|1|0
M_20.47.0|mbr|Q_20.47||P_405|903.24|296 5FE|1|||||2021-06-27|4|Andrewtown|AK|1|1|1
M_20.47.1|mbr|Q_20.47||P_380|295.39|779 3500|0|||||2021-01-31|8|Nicholasfort|ID|3|1|1
M_20.47.2|mbr|Q_20.47||P_94|714.48|ZXG 160|0|||||2021-08-15|0|Bryantmouth|MO|2|1|1
M_20.48.0|mbr|Q_20.48||P_93|442.54|VX8 4428|0|||||2022-03-18|4|Port Chase|IA|3|1|1
